Id,Time,Machine,Component,Parameter,Value,Threshold,Probability of Failure
16,23-05-2024 01:33,Articulated_Truck_1,Engine,Speed,1455,Medium,Medium
16,03-05-2024 10:01,Dozer_1,Engine,Speed,1364,Medium,Medium
16,12-05-2024 03:56,Asphalt_Paver_1,Engine,Speed,1554,Medium,Medium
16,04-05-2024 05:16,Excavator_1,Engine,Speed,1664,Medium,Medium
17,08-05-2024 07:09,Dozer_1,Drive,Brake Control,9,Medium,Medium
17,09-05-2024 05:29,Backhoe_Loader_1,Drive,Brake Control,2,Medium,Medium
17,17-06-2024 05:25,Articulated_Truck_1,Drive,Brake Control,2,Medium,Medium
17,07-06-2024 19:51,Asphalt_Paver_1,Drive,Brake Control,8,Medium,Medium
17,10-05-2024 15:23,Excavator_1,Drive,Brake Control,4,Medium,Medium
17,04-05-2024 14:15,Asphalt_Paver_1,Engine,Oil Pressure,26,Medium,High
17,23-05-2024 23:09,Articulated_Truck_1,Engine,Oil Pressure,33,Medium,High
17,08-05-2024 08:31,Excavator_1,Engine,Oil Pressure,32,Medium,High
17,13-05-2024 19:38,Backhoe_Loader_1,Engine,Oil Pressure,40,Medium,High
17,05-06-2024 03:39,Dozer_1,Engine,Oil Pressure,43,Medium,High
17,23-05-2024 11:17,Articulated_Truck_1,Misc,System Voltage,14.4,Medium,High
17,01-05-2024 12:55,Excavator_1,Misc,System Voltage,12.016341,Medium,High
17,17-05-2024 12:45,Backhoe_Loader_1,Misc,System Voltage,14.28619476,Medium,High
17,08-06-2024 15:27,Dozer_1,Misc,System Voltage,15.26097347,High,High
17,15-06-2024 01:04,Asphalt_Paver_1,Misc,System Voltage,15.7,High,High
17,27-06-2024 23:49,Backhoe_Loader_1,Fuel,Water in Fuel,1230,Medium,High
17,25-05-2024 00:08,Excavator_1,Fuel,Water in Fuel,1760,Medium,High
17,09-06-2024 04:10,Asphalt_Paver_1,Fuel,Water in Fuel,539,Medium,High
17,06-06-2024 23:08,Dozer_1,Fuel,Water in Fuel,1210,Medium,High
17,25-05-2024 21:48,Articulated_Truck_1,Fuel,Water in Fuel,81,Medium,High
18,12-06-2024 14:23,Dozer_1,Drive,Brake Control,2,Medium,Medium
18,05-05-2024 19:26,Backhoe_Loader_1,Drive,Brake Control,10,Medium,Medium
18,20-05-2024 06:13,Articulated_Truck_1,Drive,Brake Control,8,Medium,Medium
18,24-05-2024 07:16,Asphalt_Paver_1,Drive,Brake Control,10,Medium,Medium
18,28-05-2024 00:21,Excavator_1,Drive,Brake Control,7,Medium,Medium
18,25-06-2024 14:13,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,298,Medium,High
18,29-06-2024 22:26,Excavator_1,Misc,Exhaust Gas Temparature,213,Medium,High
18,25-05-2024 00:20,Articulated_Truck_1,Misc,Exhaust Gas Temparature,240,Medium,High
18,29-06-2024 21:59,Asphalt_Paver_1,Misc,Exhaust Gas Temparature,263,Medium,High
18,17-06-2024 10:14,Dozer_1,Misc,Exhaust Gas Temparature,202,Medium,High
18,09-05-2024 01:20,Dozer_1,Fuel,Level,3,Medium,Low
18,15-06-2024 16:21,Backhoe_Loader_1,Fuel,Level,6,Medium,Low
18,27-06-2024 14:26,Asphalt_Paver_1,Fuel,Level,6,Medium,Low
18,07-06-2024 02:38,Articulated_Truck_1,Fuel,Level,7,Medium,Low
18,23-06-2024 07:57,Excavator_1,Fuel,Level,6,Medium,Low
18,16-05-2024 21:44,Backhoe_Loader_1,Engine,Temparature,93,Medium,High
18,27-05-2024 14:24,Asphalt_Paver_1,Engine,Temparature,90,Medium,High
18,30-05-2024 07:29,Articulated_Truck_1,Engine,Temparature,102,Medium,High
18,10-06-2024 17:46,Dozer_1,Engine,Temparature,100,Medium,High
18,27-06-2024 11:20,Excavator_1,Engine,Temparature,79,Medium,High
19,22-06-2024 08:46,Asphalt_Paver_1,Drive,Brake Control,7,Medium,Medium
19,24-06-2024 02:03,Articulated_Truck_1,Drive,Brake Control,4,Medium,Medium
19,07-06-2024 01:33,Backhoe_Loader_1,Drive,Brake Control,10,Medium,Medium
19,17-06-2024 17:04,Dozer_1,Drive,Brake Control,7,Medium,Medium
19,16-05-2024 16:26,Excavator_1,Drive,Brake Control,8,Medium,Medium
19,20-06-2024 23:33,Asphalt_Paver_1,Misc,Hydraulic Pump Rate,84,Medium,Medium
19,23-05-2024 07:36,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,117,Medium,Medium
19,21-05-2024 12:46,Excavator_1,Misc,Hydraulic Pump Rate,96,Medium,Medium
19,30-05-2024 19:30,Dozer_1,Misc,Hydraulic Pump Rate,113,Medium,Medium
19,30-06-2024 18:55,Articulated_Truck_1,Misc,Hydraulic Pump Rate,122,Medium,Medium
19,20-06-2024 02:33,Backhoe_Loader_1,Engine,Speed,1666,Medium,Medium
19,20-06-2024 13:46,Articulated_Truck_1,Engine,Speed,1650,Medium,Medium
19,12-05-2024 04:52,Asphalt_Paver_1,Engine,Speed,1481,Medium,Medium
19,03-05-2024 07:01,Excavator_1,Engine,Speed,1712,Medium,Medium
19,04-06-2024 13:31,Dozer_1,Engine,Speed,1665,Medium,Medium
19,20-05-2024 13:06,Articulated_Truck_1,Fuel,Temparature,0,Medium,High
19,04-06-2024 19:05,Excavator_1,Fuel,Temparature,295,Medium,High
19,02-05-2024 07:43,Asphalt_Paver_1,Fuel,Temparature,395,Medium,High
19,23-05-2024 17:34,Backhoe_Loader_1,Fuel,Temparature,250,Medium,High
19,26-05-2024 00:09,Dozer_1,Fuel,Temparature,377,Medium,High
20,14-06-2024 12:34,Backhoe_Loader_1,Misc,Air Filter Pressure,23,Medium,Medium
20,15-06-2024 16:45,Articulated_Truck_1,Misc,Air Filter Pressure,29,Medium,Medium
20,23-05-2024 04:38,Dozer_1,Misc,Air Filter Pressure,31,Medium,Medium
20,30-06-2024 20:00,Excavator_1,Misc,Air Filter Pressure,25,Medium,Medium
20,02-06-2024 17:54,Asphalt_Paver_1,Misc,Air Filter Pressure,24,Medium,Medium
20,28-06-2024 05:59,Backhoe_Loader_1,Drive,Brake Control,9,Medium,Medium
20,02-06-2024 02:28,Excavator_1,Drive,Brake Control,5,Medium,Medium
20,12-05-2024 09:48,Articulated_Truck_1,Drive,Brake Control,5,Medium,Medium
20,30-05-2024 18:53,Asphalt_Paver_1,Drive,Brake Control,8,Medium,Medium
20,26-05-2024 06:06,Dozer_1,Drive,Brake Control,10,Medium,Medium
20,19-06-2024 14:44,Asphalt_Paver_1,Engine,Oil Pressure,29,Medium,High
20,02-06-2024 11:23,Backhoe_Loader_1,Engine,Oil Pressure,41,Medium,High
20,19-05-2024 10:27,Excavator_1,Engine,Oil Pressure,58,Medium,High
20,21-06-2024 14:25,Dozer_1,Engine,Oil Pressure,54,Medium,High
20,08-05-2024 17:09,Articulated_Truck_1,Engine,Oil Pressure,55,Medium,High
20,25-05-2024 02:23,Excavator_1,Fuel,Pressure,45,Medium,Low
20,02-05-2024 14:34,Dozer_1,Fuel,Pressure,38,Medium,Low
20,09-06-2024 03:52,Articulated_Truck_1,Fuel,Pressure,62,Medium,Low
20,09-06-2024 00:47,Asphalt_Paver_1,Fuel,Pressure,65,High,Low
20,12-06-2024 18:58,Backhoe_Loader_1,Fuel,Pressure,47,Medium,Low
21,11-05-2024 20:59,Backhoe_Loader_1,Engine,Speed,1765,Medium,Medium
21,06-06-2024 19:04,Excavator_1,Engine,Speed,1712,Medium,Medium
21,09-05-2024 06:46,Asphalt_Paver_1,Engine,Speed,1300,Medium,Medium
21,12-06-2024 05:42,Dozer_1,Engine,Speed,1398,Medium,Medium
21,02-06-2024 11:18,Articulated_Truck_1,Engine,Speed,1640,Medium,Medium
21,26-06-2024 15:31,Excavator_1,Misc,System Voltage,15.19257243,High,High
21,29-05-2024 16:46,Articulated_Truck_1,Misc,System Voltage,14.7,Medium,High
21,24-06-2024 04:29,Backhoe_Loader_1,Misc,System Voltage,15.03234671,High,High
21,09-05-2024 21:40,Dozer_1,Misc,System Voltage,14.40007774,Medium,High
21,14-06-2024 09:13,Asphalt_Paver_1,Misc,System Voltage,13.11,Medium,High
21,10-06-2024 13:16,Asphalt_Paver_1,Drive,Transmission Pressure,249,Medium,Medium
21,27-06-2024 13:06,Excavator_1,Drive,Transmission Pressure,374,Medium,Medium
21,12-06-2024 21:34,Articulated_Truck_1,Drive,Transmission Pressure,250,Medium,Medium
21,23-05-2024 01:36,Dozer_1,Drive,Transmission Pressure,402,Medium,Medium
21,06-06-2024 17:28,Backhoe_Loader_1,Drive,Transmission Pressure,404,Medium,Medium
21,10-06-2024 17:56,Asphalt_Paver_1,Fuel,Water in Fuel,1161,Medium,High
21,05-06-2024 00:55,Articulated_Truck_1,Fuel,Water in Fuel,88,Medium,High
21,03-06-2024 01:26,Backhoe_Loader_1,Fuel,Water in Fuel,1300,Medium,High
21,28-05-2024 06:46,Dozer_1,Fuel,Water in Fuel,1491,Medium,High
21,25-05-2024 08:41,Excavator_1,Fuel,Water in Fuel,263,Medium,High
22,02-05-2024 07:48,Excavator_1,Misc,Exhaust Gas Temparature,240,Medium,High
22,18-06-2024 01:20,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,205,Medium,High
22,27-05-2024 02:03,Asphalt_Paver_1,Misc,Exhaust Gas Temparature,243,Medium,High
22,08-05-2024 10:33,Dozer_1,Misc,Exhaust Gas Temparature,332,Medium,High
22,21-06-2024 03:15,Articulated_Truck_1,Misc,Exhaust Gas Temparature,210,Medium,High
22,19-05-2024 02:06,Articulated_Truck_1,Fuel,Level,6,Medium,Low
22,17-06-2024 08:17,Dozer_1,Fuel,Level,8,Medium,Low
22,05-06-2024 14:21,Asphalt_Paver_1,Fuel,Level,7,Medium,Low
22,21-06-2024 16:09,Backhoe_Loader_1,Fuel,Level,8,Medium,Low
22,17-05-2024 15:55,Excavator_1,Fuel,Level,9,Medium,Low
22,04-06-2024 17:55,Excavator_1,Engine,Oil Pressure,26,Medium,High
22,24-05-2024 13:49,Asphalt_Paver_1,Engine,Oil Pressure,32,Medium,High
22,28-05-2024 05:24,Dozer_1,Engine,Oil Pressure,48,Medium,High
22,25-06-2024 20:18,Articulated_Truck_1,Engine,Oil Pressure,65,High,High
22,03-06-2024 22:35,Backhoe_Loader_1,Engine,Oil Pressure,39,Medium,High
22,07-05-2024 11:39,Excavator_1,Drive,Pedal Sensor,4.816566713,High,Low
22,17-06-2024 17:06,Articulated_Truck_1,Drive,Pedal Sensor,3.6,Medium,Low
22,17-06-2024 11:11,Asphalt_Paver_1,Drive,Pedal Sensor,4.2,Medium,Low
22,09-05-2024 02:05,Backhoe_Loader_1,Drive,Pedal Sensor,3.142043207,Medium,Low
22,02-06-2024 18:29,Dozer_1,Drive,Pedal Sensor,3.697780361,Medium,Low
23,12-06-2024 19:45,Asphalt_Paver_1,Misc,Hydraulic Pump Rate,88,Medium,Medium
23,18-06-2024 19:07,Articulated_Truck_1,Misc,Hydraulic Pump Rate,123,Medium,Medium
23,11-05-2024 14:50,Excavator_1,Misc,Hydraulic Pump Rate,80,Medium,Medium
23,15-06-2024 11:11,Dozer_1,Misc,Hydraulic Pump Rate,90,Medium,Medium
23,21-06-2024 05:32,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,96,Medium,Medium
23,30-05-2024 05:05,Excavator_1,Engine,Speed,1593,Medium,Medium
23,27-06-2024 22:36,Dozer_1,Engine,Speed,1497,Medium,Medium
23,09-05-2024 15:32,Backhoe_Loader_1,Engine,Speed,1422,Medium,Medium
23,13-06-2024 06:30,Asphalt_Paver_1,Engine,Speed,1622,Medium,Medium
23,27-05-2024 22:41,Articulated_Truck_1,Engine,Speed,1340,Medium,Medium
23,12-05-2024 20:36,Backhoe_Loader_1,Drive,Transmission Pressure,231,Medium,Medium
23,17-06-2024 02:44,Excavator_1,Drive,Transmission Pressure,399,Medium,Medium
23,09-06-2024 23:05,Articulated_Truck_1,Drive,Transmission Pressure,321,Medium,Medium
23,26-05-2024 16:51,Asphalt_Paver_1,Drive,Transmission Pressure,427,Medium,Medium
23,25-06-2024 08:31,Dozer_1,Drive,Transmission Pressure,450,High,Medium
23,08-05-2024 10:16,Asphalt_Paver_1,Fuel,Temparature,288,Medium,High
23,16-06-2024 13:19,Articulated_Truck_1,Fuel,Temparature,0,Medium,High
23,18-06-2024 16:45,Backhoe_Loader_1,Fuel,Temparature,376,Medium,High
23,23-05-2024 20:40,Dozer_1,Fuel,Temparature,372,Medium,High
23,26-06-2024 09:05,Excavator_1,Fuel,Temparature,300,Medium,High
24,30-06-2024 05:18,Backhoe_Loader_1,Misc,Air Filter Pressure,23,Medium,Medium
24,26-06-2024 14:59,Asphalt_Paver_1,Misc,Air Filter Pressure,32,Medium,Medium
24,14-06-2024 22:34,Excavator_1,Misc,Air Filter Pressure,22,Medium,Medium
24,23-06-2024 23:45,Articulated_Truck_1,Misc,Air Filter Pressure,31,Medium,Medium
24,02-06-2024 22:34,Dozer_1,Misc,Air Filter Pressure,20,Low,High
24,26-05-2024 04:44,Excavator_1,Drive,Pedal Sensor,4.259719241,Medium,Low
24,26-05-2024 07:34,Backhoe_Loader_1,Drive,Pedal Sensor,3.106900861,Medium,Low
24,14-06-2024 08:05,Articulated_Truck_1,Drive,Pedal Sensor,4.5,Medium,Low
24,06-06-2024 07:17,Dozer_1,Drive,Pedal Sensor,3.928947275,Medium,Low
24,08-05-2024 14:36,Asphalt_Paver_1,Drive,Pedal Sensor,4.95,High,Low
24,07-06-2024 12:15,Articulated_Truck_1,Fuel,Pressure,56,Medium,Low
24,11-05-2024 01:30,Asphalt_Paver_1,Fuel,Pressure,37,Medium,Low
24,04-05-2024 04:55,Excavator_1,Fuel,Pressure,37,Medium,Low
24,21-06-2024 15:12,Backhoe_Loader_1,Fuel,Pressure,42,Medium,Low
24,17-06-2024 03:01,Dozer_1,Fuel,Pressure,52,Medium,Low
24,27-05-2024 06:25,Articulated_Truck_1,Engine,Temparature,104,Medium,High
24,12-06-2024 18:49,Asphalt_Paver_1,Engine,Temparature,105,High,High
24,23-06-2024 10:14,Excavator_1,Engine,Temparature,81,Medium,High
24,25-05-2024 04:47,Backhoe_Loader_1,Engine,Temparature,94,Medium,High
24,23-06-2024 02:05,Dozer_1,Engine,Temparature,95,Medium,High
25,22-05-2024 20:48,Articulated_Truck_1,Engine,Oil Pressure,45,Medium,High
25,17-05-2024 23:42,Excavator_1,Engine,Oil Pressure,37,Medium,High
25,04-05-2024 18:38,Dozer_1,Engine,Oil Pressure,45,Medium,High
25,24-05-2024 03:55,Asphalt_Paver_1,Engine,Oil Pressure,46,Medium,High
25,18-05-2024 23:31,Backhoe_Loader_1,Engine,Oil Pressure,55,Medium,High
25,09-05-2024 10:36,Excavator_1,Misc,System Voltage,12.4112528,Medium,High
25,03-05-2024 06:45,Dozer_1,Misc,System Voltage,14.99873924,Medium,High
25,17-06-2024 23:54,Articulated_Truck_1,Misc,System Voltage,14.9,Medium,High
25,02-05-2024 17:27,Backhoe_Loader_1,Misc,System Voltage,14.35420941,Medium,High
25,09-05-2024 10:56,Asphalt_Paver_1,Misc,System Voltage,14.79,Medium,High
25,15-06-2024 15:14,Articulated_Truck_1,Drive,Transmission Pressure,366,Medium,Medium
25,25-06-2024 11:08,Backhoe_Loader_1,Drive,Transmission Pressure,262,Medium,Medium
25,14-06-2024 01:45,Dozer_1,Drive,Transmission Pressure,435,Medium,Medium
25,20-05-2024 17:20,Asphalt_Paver_1,Drive,Transmission Pressure,378,Medium,Medium
25,15-05-2024 19:10,Excavator_1,Drive,Transmission Pressure,280,Medium,Medium
25,14-06-2024 08:08,Excavator_1,Fuel,Water in Fuel,1643,Medium,High
25,20-05-2024 16:53,Backhoe_Loader_1,Fuel,Water in Fuel,283,Medium,High
25,30-06-2024 22:11,Articulated_Truck_1,Fuel,Water in Fuel,112,Medium,High
25,15-05-2024 00:41,Asphalt_Paver_1,Fuel,Water in Fuel,416,Medium,High
25,01-06-2024 09:23,Dozer_1,Fuel,Water in Fuel,1369,Medium,High
26,02-05-2024 04:59,Excavator_1,Misc,Exhaust Gas Temparature,345,Medium,High
26,29-05-2024 05:21,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,265,Medium,High
26,18-06-2024 19:57,Dozer_1,Misc,Exhaust Gas Temparature,228,Medium,High
26,12-06-2024 09:55,Asphalt_Paver_1,Misc,Exhaust Gas Temparature,259,Medium,High
26,23-06-2024 00:44,Articulated_Truck_1,Misc,Exhaust Gas Temparature,190,Medium,High
26,06-06-2024 21:59,Articulated_Truck_1,Fuel,Level,5,Medium,Low
26,16-06-2024 14:33,Excavator_1,Fuel,Level,9,Medium,Low
26,15-05-2024 22:43,Backhoe_Loader_1,Fuel,Level,5,Medium,Low
26,22-06-2024 21:50,Dozer_1,Fuel,Level,2,Medium,Low
26,19-06-2024 21:50,Asphalt_Paver_1,Fuel,Level,10,Medium,Low
26,07-06-2024 18:45,Dozer_1,Drive,Pedal Sensor,3.869027293,Medium,Low
26,18-05-2024 10:49,Asphalt_Paver_1,Drive,Pedal Sensor,4.28,Medium,Low
26,09-06-2024 02:21,Articulated_Truck_1,Drive,Pedal Sensor,3.9,Medium,Low
26,02-05-2024 05:23,Backhoe_Loader_1,Drive,Pedal Sensor,3.061734931,Medium,Low
26,18-05-2024 13:07,Excavator_1,Drive,Pedal Sensor,3.863268818,Medium,Low
26,06-06-2024 02:45,Dozer_1,Engine,Temparature,89,Medium,High
26,19-05-2024 13:36,Backhoe_Loader_1,Engine,Temparature,75,Medium,High
26,07-06-2024 19:41,Excavator_1,Engine,Temparature,93,Medium,High
26,13-05-2024 19:45,Articulated_Truck_1,Engine,Temparature,98,Medium,High
26,07-06-2024 19:24,Asphalt_Paver_1,Engine,Temparature,75,Medium,High
27,26-05-2024 15:44,Asphalt_Paver_1,Drive,Brake Control,4,Medium,Medium
27,21-06-2024 17:17,Articulated_Truck_1,Drive,Brake Control,8,Medium,Medium
27,09-05-2024 05:13,Dozer_1,Drive,Brake Control,1,Low,Medium
27,20-05-2024 19:45,Backhoe_Loader_1,Drive,Brake Control,5,Medium,Medium
27,26-06-2024 02:09,Excavator_1,Drive,Brake Control,8,Medium,Medium
27,12-05-2024 14:23,Asphalt_Paver_1,Misc,Hydraulic Pump Rate,77,Medium,Medium
27,20-05-2024 16:04,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,82,Medium,Medium
27,25-06-2024 02:18,Dozer_1,Misc,Hydraulic Pump Rate,85,Medium,Medium
27,27-06-2024 14:43,Articulated_Truck_1,Misc,Hydraulic Pump Rate,119,Medium,Medium
27,07-05-2024 16:33,Excavator_1,Misc,Hydraulic Pump Rate,85,Medium,Medium
27,22-06-2024 07:08,Excavator_1,Engine,Speed,1683,Medium,Medium
27,01-05-2024 03:12,Dozer_1,Engine,Speed,1310,Medium,Medium
27,17-06-2024 20:56,Backhoe_Loader_1,Engine,Speed,1341,Medium,Medium
27,21-06-2024 22:35,Asphalt_Paver_1,Engine,Speed,1594,Medium,Medium
27,26-05-2024 21:27,Articulated_Truck_1,Engine,Speed,1470,Medium,Medium
27,25-05-2024 04:38,Backhoe_Loader_1,Fuel,Temparature,340,Medium,High
27,09-06-2024 15:48,Articulated_Truck_1,Fuel,Temparature,0,Medium,High
27,16-06-2024 11:16,Dozer_1,Fuel,Temparature,382,Medium,High
27,07-05-2024 21:46,Asphalt_Paver_1,Fuel,Temparature,283,Medium,High
27,03-05-2024 22:07,Excavator_1,Fuel,Temparature,355,Medium,High
28,18-06-2024 09:59,Backhoe_Loader_1,Misc,Air Filter Pressure,22,Medium,Medium
28,19-05-2024 19:47,Excavator_1,Misc,Air Filter Pressure,35,Medium,Medium
28,30-06-2024 01:30,Asphalt_Paver_1,Misc,Air Filter Pressure,23,Medium,Medium
28,08-06-2024 09:20,Dozer_1,Misc,Air Filter Pressure,26,Medium,Medium
28,07-06-2024 12:07,Articulated_Truck_1,Misc,Air Filter Pressure,33,Medium,Medium
28,19-06-2024 08:29,Excavator_1,Drive,Brake Control,1,Low,Medium
28,08-05-2024 10:59,Backhoe_Loader_1,Drive,Brake Control,2,Medium,Medium
28,09-06-2024 05:23,Articulated_Truck_1,Drive,Brake Control,3,Medium,Medium
28,07-06-2024 20:55,Asphalt_Paver_1,Drive,Brake Control,3,Medium,Medium
28,30-05-2024 09:46,Dozer_1,Drive,Brake Control,6,Medium,Medium
28,12-06-2024 10:46,Backhoe_Loader_1,Engine,Oil Pressure,57,Medium,High
28,05-06-2024 03:22,Asphalt_Paver_1,Engine,Oil Pressure,61,Medium,High
28,13-05-2024 09:16,Excavator_1,Engine,Oil Pressure,53,Medium,High
28,07-06-2024 11:31,Articulated_Truck_1,Engine,Oil Pressure,36,Medium,High
28,18-05-2024 19:01,Dozer_1,Engine,Oil Pressure,38,Medium,High
28,09-05-2024 15:57,Excavator_1,Fuel,Pressure,44,Medium,Low
28,20-05-2024 05:38,Asphalt_Paver_1,Fuel,Pressure,58,Medium,Low
28,01-06-2024 18:40,Dozer_1,Fuel,Pressure,54,Medium,Low
28,29-06-2024 06:59,Backhoe_Loader_1,Fuel,Pressure,51,Medium,Low
28,17-05-2024 08:03,Articulated_Truck_1,Fuel,Pressure,59,Medium,Low
29,29-05-2024 23:47,Articulated_Truck_1,Drive,Brake Control,7,Medium,Medium
29,14-06-2024 19:10,Excavator_1,Drive,Brake Control,1,Low,Medium
29,10-05-2024 05:58,Backhoe_Loader_1,Drive,Brake Control,8,Medium,Medium
29,15-05-2024 07:07,Dozer_1,Drive,Brake Control,5,Medium,Medium
29,22-05-2024 20:33,Asphalt_Paver_1,Drive,Brake Control,4,Medium,Medium
29,02-06-2024 01:46,Backhoe_Loader_1,Misc,System Voltage,13.7143291,Medium,High
29,22-06-2024 14:04,Articulated_Truck_1,Misc,System Voltage,13.3,Medium,High
29,05-06-2024 05:54,Excavator_1,Misc,System Voltage,14.3333815,Medium,High
29,30-05-2024 15:48,Asphalt_Paver_1,Misc,System Voltage,15.84,High,High
29,23-05-2024 18:32,Dozer_1,Misc,System Voltage,13.41761367,Medium,High
29,25-05-2024 20:53,Dozer_1,Engine,Temparature,103,Medium,High
29,18-05-2024 08:25,Asphalt_Paver_1,Engine,Temparature,102,Medium,High
29,23-06-2024 10:50,Articulated_Truck_1,Engine,Temparature,95,Medium,High
29,14-05-2024 13:38,Backhoe_Loader_1,Engine,Temparature,87,Medium,High
29,08-05-2024 22:00,Excavator_1,Engine,Temparature,87,Medium,High
29,06-05-2024 09:45,Articulated_Truck_1,Fuel,Water in Fuel,119,Medium,High
29,26-05-2024 21:41,Excavator_1,Fuel,Water in Fuel,140,Medium,High
29,20-06-2024 12:34,Backhoe_Loader_1,Fuel,Water in Fuel,1785,Medium,High
29,19-05-2024 00:52,Asphalt_Paver_1,Fuel,Water in Fuel,203,Medium,High
29,27-06-2024 20:22,Dozer_1,Fuel,Water in Fuel,371,Medium,High
30,13-05-2024 08:52,Dozer_1,Misc,Exhaust Gas Temparature,353,Medium,High
30,22-06-2024 23:36,Articulated_Truck_1,Misc,Exhaust Gas Temparature,180,Medium,High
30,28-06-2024 07:21,Excavator_1,Misc,Exhaust Gas Temparature,310,Medium,High
30,16-05-2024 09:10,Asphalt_Paver_1,Misc,Exhaust Gas Temparature,282,Medium,High
30,11-06-2024 21:31,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,198,Medium,High
30,30-05-2024 11:43,Asphalt_Paver_1,Fuel,Level,9,Medium,Low
30,13-06-2024 06:05,Dozer_1,Fuel,Level,8,Medium,Low
30,29-05-2024 20:14,Excavator_1,Fuel,Level,3,Medium,Low
30,04-06-2024 22:21,Articulated_Truck_1,Fuel,Level,4,Medium,Low
30,11-05-2024 19:09,Backhoe_Loader_1,Fuel,Level,6,Medium,Low
30,21-05-2024 19:03,Asphalt_Paver_1,Engine,Speed,1661,Medium,Medium
30,10-06-2024 00:01,Dozer_1,Engine,Speed,1654,Medium,Medium
30,29-05-2024 02:53,Articulated_Truck_1,Engine,Speed,1250,Medium,Medium
30,12-05-2024 23:43,Backhoe_Loader_1,Engine,Speed,1435,Medium,Medium
30,24-06-2024 06:17,Excavator_1,Engine,Speed,1455,Medium,Medium
30,24-06-2024 06:14,Dozer_1,Drive,Transmission Pressure,271,Medium,Medium
30,09-06-2024 21:12,Asphalt_Paver_1,Drive,Transmission Pressure,270,Medium,Medium
30,11-06-2024 11:19,Backhoe_Loader_1,Drive,Transmission Pressure,256,Medium,Medium
30,24-06-2024 15:39,Excavator_1,Drive,Transmission Pressure,274,Medium,Medium
30,22-05-2024 12:35,Articulated_Truck_1,Drive,Transmission Pressure,267,Medium,Medium
31,07-05-2024 13:53,Asphalt_Paver_1,Misc,Hydraulic Pump Rate,117,Medium,Medium
31,04-05-2024 01:41,Dozer_1,Misc,Hydraulic Pump Rate,94,Medium,Medium
31,11-05-2024 11:08,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,82,Medium,Medium
31,21-06-2024 14:37,Articulated_Truck_1,Misc,Hydraulic Pump Rate,118,Medium,Medium
31,24-05-2024 09:35,Excavator_1,Misc,Hydraulic Pump Rate,102,Medium,Medium
31,30-05-2024 21:58,Articulated_Truck_1,Engine,Oil Pressure,25,Low,High
31,12-06-2024 13:05,Backhoe_Loader_1,Engine,Oil Pressure,65,High,High
31,19-05-2024 01:27,Asphalt_Paver_1,Engine,Oil Pressure,40,Medium,High
31,13-06-2024 13:46,Excavator_1,Engine,Oil Pressure,29,Medium,High
31,18-06-2024 12:33,Dozer_1,Engine,Oil Pressure,50,Medium,High
31,17-05-2024 04:05,Excavator_1,Drive,Pedal Sensor,4.68292418,Medium,Low
31,13-06-2024 19:53,Articulated_Truck_1,Drive,Pedal Sensor,3.7,Medium,Low
31,15-06-2024 10:35,Asphalt_Paver_1,Drive,Pedal Sensor,3.81,Medium,Low
31,05-05-2024 23:19,Backhoe_Loader_1,Drive,Pedal Sensor,4.557899218,Medium,Low
31,12-06-2024 05:07,Dozer_1,Drive,Pedal Sensor,4.100753719,Medium,Low
31,12-06-2024 04:21,Articulated_Truck_1,Fuel,Water in Fuel,120,Medium,High
31,11-05-2024 03:15,Asphalt_Paver_1,Fuel,Water in Fuel,924,Medium,High
31,16-05-2024 23:49,Backhoe_Loader_1,Fuel,Water in Fuel,393,Medium,High
31,14-06-2024 21:59,Excavator_1,Fuel,Water in Fuel,413,Medium,High
31,06-06-2024 19:21,Dozer_1,Fuel,Water in Fuel,1337,Medium,High
32,14-06-2024 11:44,Dozer_1,Misc,Air Filter Pressure,31,Medium,Medium
32,24-05-2024 19:52,Asphalt_Paver_1,Misc,Air Filter Pressure,33,Medium,Medium
32,16-06-2024 19:53,Excavator_1,Misc,Air Filter Pressure,34,Medium,Medium
32,14-05-2024 23:13,Backhoe_Loader_1,Misc,Air Filter Pressure,25,Medium,Medium
32,28-05-2024 10:16,Articulated_Truck_1,Misc,Air Filter Pressure,35,Medium,Medium
32,30-06-2024 11:08,Articulated_Truck_1,Fuel,Level,4,Medium,Low
32,10-05-2024 14:37,Dozer_1,Fuel,Level,7,Medium,Low
32,13-05-2024 04:58,Excavator_1,Fuel,Level,9,Medium,Low
32,08-06-2024 08:29,Backhoe_Loader_1,Fuel,Level,5,Medium,Low
32,19-06-2024 02:44,Asphalt_Paver_1,Fuel,Level,2,Medium,Low
32,03-06-2024 18:55,Asphalt_Paver_1,Engine,Speed,1726,Medium,Medium
32,04-06-2024 06:36,Articulated_Truck_1,Engine,Speed,1550,Medium,Medium
32,18-05-2024 00:34,Backhoe_Loader_1,Engine,Speed,1475,Medium,Medium
32,11-05-2024 06:13,Dozer_1,Engine,Speed,1558,Medium,Medium
32,07-05-2024 00:11,Excavator_1,Engine,Speed,1541,Medium,Medium
